-	/flower buds*	/flower buds*/shape	/flower buds*/texture	/flower buds/length*	/flower buds/length*/texture	/flower buds/style*	/flower buds/style*/shape	/flowers*	/flowers*/shape	/flowers*/position	/flowers*/margin type	/flowers*/growth form	/flowers/colour*	/flowers/colour*/colour	/flowers/length*	/flowers/merosity*	/flowers/merosity*/shape	/flowers/style*	/flowers/style*/shape	/flowers/style*/texture	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/growth form	/fruits/colour*	/fruits/colour*/margin type	/fruits/colour*/colour	/fruits/dimensions*	/fruits/perianth segments*	/fruits/perianth segments*/shape	/fruits/shape*	/fruits/shape*/shape	/habit*	/habit*/environment	/habit*/shape	/habit*/hairs	/habit*/colour	/habit/basal cataphylls/cataphyll pair number*	/habit/basal cataphylls/relative distance*	/habit/basal cataphylls/relative distance*/shape	/habit/colour*	/habit/colour*/texture	/habit/colour*/colour	/habit/epicortical roots*	/habit/epicortical roots*/shape	/habit/epicortical roots*/growth form	/habit/internodes*	/habit/internodes*/shape	/habit/internodes*/hairs	/habit/internodes/length*	/habit/stems*	/habit/stems*/shape	/habit/stems*/growth form	/inflorescences*	/inflorescences*/shape	/inflorescences*/texture	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences/calyculus*	/inflorescences/calyculus*/texture	/inflorescences/calyculus*/margin type	/inflorescences/calyculus*/growth form	/inflorescences/fertile internodes/fertile internode number*	/inflorescences/flowers/flower number per bract*	/inflorescences/length*	/inflorescences/peduncle*	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/position	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/triad pair number*	/inflorescences/triad peduncle/length*	/leaf blades/shape*	/leaf blades/shape*/shape	/leaves*	/leaves*/shape	/leaves*/position	/leaves*/margin type	/leaves*/growth form	/leaves/blade/apex*	/leaves/blade/apex*/shape	/leaves/blade/dimensions*	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape*/growth form	/leaves/petiole/length*	/leaves/veins*	/leaves/veins*/shape	/petiole*	/petiole*/shape	/petiole*/margin type	/petiole/blade/apex*	/petiole/blade/apex*/shape	/petiole/blade/base*	/petiole/blade/base*/shape	/petiole/blade/dimensions*	/petiole/blade/dimensions*/shape	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/texture*	/petiole/blade/texture*/texture	/petiole/length*	/petiole/veins*	/petiole/veins*/shape	/petiole/veins*/position	/plant sexuality*	/habitat/altitude*	/habitat/altitude*/environment	
Phthirusa stenophylla 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	greyish green with white dots	-	green,grey,white	0.6 x 0.3 cm	-	-	ellipsoid	ellipsoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes 	-	-	to 8 cm long	-	-	-	Inflorescence |, |, followed by 	-	-	-	-	-	-	-	-	-	-	-	-	to 1.5 cm	peduncle 	-	-	0.2-0.5 cm	-	-	-	-	ca. 0.4 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, very |, 	-	-	apex acute, apiculate, 	acute,apiculate	base acute; 	acute	to 4 x 0.8 cm	-	narrowly lanceolate	lanceolate,narrow	thin	thin	0.1-0.2 cm long	obscure venation except for midrib. 	-	-	-	-	-	
Phthirusa trichodes 	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, with small, smooth, 	small	smooth	-	-	-	-	0.4 x 0.2 cm	-	-	ellipsoid	ellipsoid	Very small and delicate species, haustorial saddle |, lacking epicortical roots; 	-	small	-	-	-	-	-	-	-	-	-	-	-	internodes terete, 	terete	-	mostly less than 1 cm long	-	-	-	Inflorescence |, with extremely slender, pubescent peduncle and 	slender	-	-	-	-	-	-	-	-	-	-	-	ca. 0.5 cm long, to 1 cm in fruit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole 	-	-	-	-	-	-	to 1.5 x 0.8 cm	-	lanceolate	lanceolate	very thin	thin	0.1-0.2 cm long	delicate, basally pinnate venation. 	-	-	-	-	-	
PSITTACANTHUS  	-	-	-	-	-	-	-	Flowers large, mostly pedicellate (sessile in 	large,sessile	-	-	-	usually brightly colored in red or red and yellow	colored	-	6-merous	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	epicortical roots mostly lacking; 	-	-	-	-	-	-	stems terete or quadrangular. 	quadrangular,terete	-	Inflorescences indeterminate racemes or umbels of triads or dyads, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	former in terminal or subterminal positions, latter axillary	-	axillary,terminal	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus acinarius 	Flower bud |, with clavate, blunt tip; |, spongy "ligule" at tip encasing stigma and tips of upper stamen series; |, stout, |, blunt, overlapping slightly; |, finely papillate, placed well above anthers. 	clavate	papillate	-	-	style straight,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	purple with pink base	-	pink,purple	2 x 1 cm	-	-	ovate	ovate	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	calyculus smooth or irregularly dentate. 	smooth	dentate	regular	-	-	-	-	-	-	-	terminal and in nearby axils	-	terminal	-	-	-	-	     	-	-	-	-	-	-	to 11 x 11 cm	irregularly orbicular-obovate or asymmetrical	asymmetrical,obovate,orbicular	regular	-	venation pinnate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus clusiifolius 	Flower bud |, including |, reflexing only at expanded tip; 	-	-	8.5 cm long (12 cm in Mori et al. 25307)	-	style nearly as long as bud, with conspicuous, capitate stigma. 	capitate	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	purplish black	-	black,purplish	1.1 x 0.7 cm	-	-	ellipsoid	ellipsoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence apparently |, bearing |, with inconspicuous bract, 	-	-	-	-	-	-	calyculus smooth. 	smooth	-	-	-	-	-	-	-	-	-	not truly terminal, but rather axillary to upper 2 leaves	-	axillary,terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole stout, |, 	-	-	apex rounded, 	rounded	base acute to nearly obtuse; 	acute,obtuse	to 12 x 5 cm	-	elliptical	elliptical	leathery	leathery	to 1 cm long	evident pinnate venation. 	-	-	-	-	-	
Psittacanthus cordatus 	Flower bud straight to slightly curved, |, |, rather blunt at both ends; |, 	curved	-	1 cm long tip expanded to 0.4 cm thick	thick	style straight, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	1 x 0.8 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, at least lower portions very finely granular, with |, latter with |, obscuring entire ovary or nearly so at anthesis, 	-	granular	-	entire	-	-	cayculus smooth. 	smooth	-	-	-	-	-	inflorescence peduncle and triad peduncle 	-	-	about 1 cm long	mostly terminal, often with smaller units in nearby leaf axils	small	terminal	2-3 pairs	-	-	-	     	-	-	-	-	apex rounded, 	rounded	to 10 x 5 cm	-	-	-	-	venation palmate. 	palmate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus cucullaris 	Flower bud straight and slender, clavate, |, the acute tip showing |, |, |, with some very long, |, capitate, lodged against petal tips beyond anthers. 	acute,capitate,clavate,slender	-	-	-	style straight and slender,       	slender	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, basal half sheathed in enlarged cupule; 	large	-	-	blackish	-	black	-	-	-	ovoid	ovoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, terminating in a conspicuous, clasping bract which is variable in size, sometimes (perhaps only in the Guianas area) being large and broadly foliaceous; |, usually narrow, thick-walled, |, |, which is almost doubled in length by erect, smooth calyculus	large,narrow	smooth	-	-	-	erect	-	-	-	-	-	-	-	-	-	-	-	terminal and in nearby axils	-	terminal	-	1-1.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	-	-	base cuneately tapering into flat; 	cuneate,flat	to 20 x 7 cm	-	ovate to lanceolate, often asymmetrical	asymmetrical,lanceolate,ovate	-	-	to 5 mm long	venation palmate, with 3-5 large, obvious veins running most of the length of blade. 	large,palmate	-	-	lowlands	lowland	
Psittacanthus eucalyptifolius 	Flower bud |, strongly sigmoid, |, tip expanded |, rather blunt; |, opening for at least 3/4; |, 	-	-	ca. 3.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, with well developed calyculus.	well developed	-	-	-	-	-	1.2 x 0.8 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Innovations and inflorescence with craterlike scar, latter |, with short, wide, blunt bract; 	short,wide	-	-	-	-	-	-	-	-	-	-	-	-	inflorescence peduncle 	-	-	1.5-3 cm	axillary	-	axillary	-	ca. 1 cm	-	-	     	-	-	-	-	-	-	to 12 x 6 cm	broadly ovate to lanceolate	lanceolate,ovate	-	0.3-0.4 cm long	venation pinnate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus grandifolius 	     	-	-	-	-	style as long as petals, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	black	-	black	1 x 0.6 cm	-	-	ovoid	ovoid	Rather large plants with terete stems. 	-	large,terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, mostly an umbel of |, ramifications |, 	-	-	-	-	-	-	-	-	-	-	-	-	-	inflorescence peduncle 	-	-	to 1 cm	axillary	-	axillary	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole stout, |, 	-	-	apex acute, sometimes attenuate, 	acute,attenuate	base obtuse to nearly truncate, 	obtuse,truncate	to 17 x 7 cm	-	ovate	ovate	leathery	leathery	0.2-0.6 cm long	venation pinnate, lower midrib very prominent. 	-	-	-	-	-	
Psittacanthus lasianthus 	Flower bud deep |, |, with conspicuous, smooth connectival horn |, long, 	-	smooth	4-4.5 cm long	-	style reaching tips of upper anthers,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit becoming 	-	-	-	black	-	black	1 x 0.8 cm	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes short, 	short	-	1.5-3 cm long	-	-	-	Inflorescence an |, |, with conspicuous cupule; |, nearly glabrous; 	-	-	-	-	glabrous	-	calyculus entire. 	-	entire	-	-	-	-	peduncle of inflorescence and triad 	-	-	0.7-0.9 cm	axillary	-	axillary	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole massive, |, glaucous when young, 	-	-	-	-	-	-	to 8 x 5 cm	-	broadly ovate to nearly orbicular or somewhat spathulate	orbicular,ovate,spathulate	fleshy	fleshy	to 1 cm long	venation obscure. 	-	-	-	-	-	
Psittacanthus melinonii 	Flower bud straight and slender, |, of which |, with an indistinct neck |, inserted |, acicular, with 4 rows of minute locules dehiscing separately, anther back with numerous long, unbranched, 	acicular,dehiscing,minute,separate,slender,unbranched	-	ca. 7 cm long	-	style as long as flower bud,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Medium sized plants, young stems glabrous, somewhat angular, becoming terete. 	-	angular,terete	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, apparently on leafless older wood, consisting of |, |, slightly furfuraceous; 	-	-	-	-	-	-	-	-	-	-	-	-	-	inflorescence peduncle 	-	-	0.4 cm	axillary only?	-	axillary only?	a pair	-	-	-	     	-	-	-	-	-	-	to 10 x 5 cm	obovate	obovate	-	1-1.5 cm long	venation obscure but pinnate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus peronopetalus 	Flower bud straight, |, dorsifixed in short sleeve of anther, and attached 	short	-	-	-	style more or less straight,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	deep red	-	red	1 x 0.5 cm	-	-	ellipsoid	ellipsoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence (mostly) |, often clustered near branch tips, each a frequently long-stalked raceme, |, |, entire; 	-	-	-	entire	-	-	calyculus irregularly crenate. 	-	crenate	regular	-	-	-	inflorescence peduncle 	-	-	to 3 cm long	lateral	-	lateral	ca. 4 pairs	-	-	-	     	-	-	-	-	apex somewhat attenuate, 	attenuate	to 15 x 6 cm	narrowly ovate	narrow,ovate	-	0.2-0.5 cm long	venation pinnate but inconspicuous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus plagiophyllus 	Flower bud (minus ovary) |, straight, |, |, 	-	-	3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit unknown.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence in upper axils, especially crowded at stem tip, each an umbel of |, |, expanding into a cupule |, which is 	-	-	-	-	-	-	calyculus irregulary but not deeply torn. 	-	-	regular	-	-	-	inflorescence peduncle 	-	-	to 3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	base of blade acutely tapering; 	acute	to 12 x 2 cm	-	-	-	stiff	stiff	-	venation rather obscure, pinnate. 	-	-	-	-	-	
Psittacanthus redactus 	Flower bud slender, without constrictions or dilations, |, gradually tapering to an acute apex; |, |, dorsifixed near the middle; 	acute,slender	-	-	-	style nearly as long as petals,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit unknown.	-	-	-	-	-	-	-	-	-	-	-	Medium-sized plant with fairly terete stems and 	-	terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence an umbel of 	-	-	-	-	-	-	calyculus more or less smooth. 	smooth	-	-	-	-	-	inflorescence peduncle 	-	-	-	-	-	-	-	-	-	-	Leaves decussate but members of a pair frequently separated |, small axillary corky craters present; |, 	separate,small	axillary	-	-	apex blunt to slightly apiculate, 	apiculate	to 11 x 4 cm	lanceolate to slightly obovate	lanceolate,obovate	-	at least 0.5 cm long	pinnate venation evident especially above. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Psittacanthus robustus 	Flower bud |, straight and slender to very slightly arched, |, narrowing to nearly half that, the |, almost filiform, |, implanted |, rounded at both ends.	filiform,narrow,rounded,slender	-	to 8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Large, glabrous plants, stems somewhat angular when young, becoming terete. 	-	angular,terete	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence crowded |, each an umbel of |, |, shallowly and irregularly dentate. 	-	-	-	dentate	-	regular	calyculus 	-	-	-	-	-	-	inflorescence peduncle 	-	-	to 6 cm	in uppermost leaf axils, not terminal	-	terminal	-	-	-	-	Leaves 	-	-	-	-	-	-	-	-	-	-	-	venation obscure. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
STRUTHANTHUS  	-	-	-	-	-	-	-	Flowers |, inconspicuous and small, 	small	-	-	-	usually greenish white	green,white	-	6-merous	-	-	-	-	Fruit an |, |, dicotylous. 	-	-	-	orange, reddish or blue	-	blue,orange,reddish	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	epicortical roots both at base of plant and on twigs. 	-	-	-	-	-	-	-	-	-	Inflorescences solitary or clustered, |, an indeterminate spike or raceme of paired triads. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary	-	axillary	-	-	-	-	Leaves paired. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Dioecious. 	-	-	
Struthanthus concinnus 	-	-	-	-	-	-	-	Flowers not seen. 	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	orange or brownish	-	brown,orange	0.8 x 0.4 cm	-	-	ellipsoid	ellipsoid	     	-	-	-	-	-	-	-	-	-	-	bearing occasional epicortical roots; 	-	-	internodes terete or slightly compressed. 	terete	-	-	-	-	-	Inflorescence a raceme |, with |, 	-	-	-	-	-	-	-	-	-	-	-	-	to 3 cm long	peduncle 	-	-	1-1.5 cm long	-	-	-	3 or 4 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, discrete; |, acute at both ends; 	acute	-	-	-	-	-	to 8 x 2.5 cm	-	lanceolate	lanceolate	-	-	to 1 cm long	-	-	-	-	-	-	
Struthanthus dichotrianthus 	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	dull orange	-	orange	0.8 x 0.5 cm	-	-	ellipsoid	ellipsoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes terete or slightly angled, 	terete	-	-	-	-	-	Inflorescence a slender raceme of |, 	slender	-	-	-	-	-	-	-	-	-	-	-	-	peduncle 	-	-	0.4-0.7 cm	-	-	-	1(2) pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole slender, |, 	slender	-	-	-	-	-	mostly to 3(rarely -9) x 1(-3) cm	-	narrowly lanceolate	lanceolate,narrow	thin	thin	0.2-0.5 cm long	-	-	-	-	-	-	
Struthanthus gracilis 	-	-	-	-	-	-	-	Flower 	-	-	-	-	pale green	green	0.4 cm long	-	-	style nearly as long as petals,       	-	-	Fruit 	-	-	-	bright yellow	-	-	at least 0.5 x 0.35 cm	-	-	ellipsoid	ellipsoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes terete, often bearing epicortical roots. 	terete	-	-	-	-	-	Inflorescence mostly solitary in leaf axils, |, bearing 	-	-	-	-	-	-	-	-	-	-	-	-	to 6 cm long	-	-	-	-	-	-	-	5-7 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	-	-	-	-	-	-	-	-	-	-	0.5-0.7 cm long	venation pinnate. 	-	-	-	-	-	
Struthanthus syringifolius 	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	Fruit ovoid, 	ovoid	-	-	-	-	-	to 1.2 x 0.8 cm	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	straight stems more or less terete at least when mature. 	terete	mat	Inflorescence |, nearly half of which may be peduncle; |, terminating in a persistent involucre of 	-	-	-	-	-	-	-	-	-	-	-	-	to 6 cm long	-	-	-	-	-	-	-	-	to 0.5 (-1) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, distinct; |, 	-	-	apex acute to somewhat caudate, 	acute	base acute to slightly obtuse; 	acute,obtuse	to 15 x 7 cm	-	broadly lanceolate	lanceolate	-	-	to 2 cm long	venation evident, pinnate. 	-	-	-	-	-	
TRIPODANTHUS  	-	-	-	-	-	-	-	Flowers bisexual, 	-	-	-	-	-	-	-	6-merous	-	-	-	-	Fruit 	-	-	-	blackish	-	black	-	-	-	ovoid	ovoid	Large, glabrous plants parasitic on branches and roots of numerous trees, with epicortical roots produced from the base and from some older stems. 	-	-	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, an (often) determinate raceme of paired, pedunculate triads, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary and/or terminal	-	axillary,terminal	-	-	lanceolate to ovate	lanceolate,ovate	Leaves decussate, petiolate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2000 m	-	
Tripodanthus acutifolius 	-	-	-	-	-	-	-	Flowers sunken in inflorescence axis, unisexual, |, at least female without aborted organs of opposite sex; 	-	-	-	-	-	-	-	2-4-merous	-	-	-	-	Fruit a 	-	-	-	-	-	-	-	-	-	-	-	Leafy to squamate plants. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves decussate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious or dioecious. 	-	-	
VISCACEAE  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit commonly |, with persistent perianth segments; |, as is the weakly differentiated, dicotylous embryo. 	-	-	-	white	-	white	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes terete or somewhat angled; 	terete	-	-	-	-	-	Inflorescences |, in axils of leaf scales or foliage leaves, solitary or in clusters, rarely in compound inflorescences, being a spike with a peduncle of at least one internode and one or more terminal, 	-	-	terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary (very rarely terminal)	-	axillary,terminal	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious or dioecious, in the former case with diverse patterns of sex distribution on spikes and/or individuals. 	high elevations	-	
DENDROPHTHORA  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	0.25 x 0.2 cm	perianth segments 	-	ovoid	ovoid	Diffusely branched plants, 	-	branched	-	-	1 pair	extremely low (sometimes to 0.3 cm above axil on larger secondary branches)	large	yellowish to deep green	-	green	-	-	-	internodes terete, 	terete	-	to 3 cm long	-	-	-	Inflorescence mostly solitary, 	-	-	-	-	-	-	-	-	-	-	1 or 2	1-3	to 0.4 cm long	peduncle 	-	-	0.05-0.1 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	to 2 x 0.2 cm	-	narrowly lanceolate	lanceolate,narrow	-	-	-	-	-	-	Monoecious, male and female flowers on same inflorescence, former often above latter. 	High altitudes	-	
Dendrophthora decipiens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit unknown.	-	-	-	-	-	-	-	-	-	-	-	Plants 	-	-	-	-	1 or 2 pairs	-	-	dark brown	-	brown	-	-	-	-	-	-	-	-	-	-	Inflorescence |, with 	-	-	-	-	-	-	-	-	-	-	-	4-6	to 2.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, about half as wide. 	wide	-	-	-	-	-	-	-	ovate-elliptical	elliptical,ovate	-	-	0.4-0.7 cm long	-	-	-	Monoecious. 	-	-	
Dendrophthora densifrons 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, tuberculate when young, 	-	tuberculate	-	white	-	white	0.5 x 0.6 cm	perianth segments small, 	small	ovoid to nearly spherical	ovoid,spherical	     	-	-	-	-	1 pair	to 0.5 cm above axil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, simple; |, normally with |, lowest several female. 	-	-	-	-	-	-	-	-	-	-	usually 1	-	ca. 0.3 cm long	peduncle 	-	-	0.1 cm	-	-	-	-	-	elliptical to somewhat ovate	elliptical,ovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious. 	-	-	
Dendrophthora elliptica 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stems terete. 	terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base cuneately grading into massive, indistinct petiole; 	cuneate	to 8 x 3.5 cm	-	obovate	obovate	leathery	leathery	0.2-0.5 cm long	venation obscure. 	-	-	Dioecious. 	-	-	
Dendrophthora fanshawei 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit unknown.	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	usually 2 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences 	-	-	-	-	-	-	-	-	-	-	3 or 4	3-7	to 2 cm long	-	-	-	-	both terminal and axillary	-	axillary,terminal	-	-	obovate to elliptic	elliptic,obovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dendrophthora perfurcata 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	-	perianth segments reflexed.	-	spherical	spherical	Small, 	-	-	-	-	1 pair	to 1 cm above axil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence about half as long as subtending leaf, 	-	-	-	-	-	-	-	-	-	-	1(2)	3 or 4	-	peduncle 	-	-	0.2 cm long	axillary only	-	axillary only	-	-	narrowly lanceolate	lanceolate,narrow	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dendrophthora roraimae 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit broadly ovoid, |, 	ovoid	-	-	-	-	-	0.4 x 0.4 cm	perianth segments more or less open.	-	-	-	 |, rarely with a second pair. 	-	-	-	-	-	-	-	Olivegreen to tawny or bronze plants, in part covered with innumerable yellow spots giving a granular appearance	granular	green	-	-	-	-	-	-	-	-	-	-	Inflorescence fairly stout, |, followed by 	-	-	-	-	-	-	-	-	-	-	-	-	to 4 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex obtuse to rounded, 	obtuse,rounded	base tapering into stout, indistinct petiole; 	-	to 9 x 7 cm	-	ellipsoid to ovate	ellipsoid,ovate	coriaceous	coriaceous	ca. 0.5 cm long	venation obscure but apparently basal-palmate. 	palmate	-	-	-	-	
Dendrophthora warmingii 	-	-	-	-	-	-	-	Flowers small, sessile and often sunken in small axial cavities, |, occurring in diverse monoecious or dioecious patterns. 	sessile,small	-	-	-	-	-	-	3-(4-)merous	-	-	-	-	Fruit a berry, smooth to warty, mostly |, 	-	smooth	-	white, yellowish or red	-	red,white	-	perianth segments of female flower persistent, closed, 	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes terete or angled. 	terete	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	peduncle simple or with several squamate, sterile internodes, followed by one to several fertile internodes; 	-	-	-	-	-	-	-	-	-	-	Leaves entire, petiolate or sessile, venation pinnate to palmate. 	palmate,sessile	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
